date,pm25,pm10,o3,no2,so2,co
25/07/2023,4,4,17,8,0,9
26/07/2023,4,1,18,4,0,1
27/07/2023,1,1,19,4,0,1
28/07/2023,1,1,19,2,0,1
29/07/2023,1,3,17,2,0,3
30/07/2023,2,8,17,3,0,9
31/07/2023,13,1,13,3,0,1
1/08/2023,1,0,13,1,0,0
2/08/2023,1,0,13,2,0,0
3/08/2023,0,1,15,2,0,2
4/08/2023,3,2,14,2,0,8
5/08/2023,4,0,15,3,0,1
6/08/2023,0,1,15,3,0,1
7/08/2023,2,0,15,3,0,1
8/08/2023,0,1,17,3,0,2
9/08/2023,2,15,48,3,0,11
10/08/2023,23,20,17,3,0,1
11/08/2023,24,23,17,3,0,0
12/08/2023,27,29,16,2,0,4
13/08/2023,35,35,19,3,0,17
14/08/2023,52,17,15,3,0,1
15/08/2023,18,27,17,2,0,1
16/08/2023,33,39,16,3,0,1
17/08/2023,52,52,20,4,0,3
18/08/2023,82,28,17,3,0,7
19/08/2023,48,30,17,2,0,0
20/08/2023,36,25,17,2,0,1
21/08/2023,28,32,17,3,0,0
22/08/2023,43,38,16,3,0,3
23/08/2023,51,19,98,2,0,3
24/08/2023,24,29,23,0,0,1
25/08/2023,34,28,21,0,0,0
26/08/2023,38,37,18,0,0,1
27/08/2023,42,30,26,0,0,1
28/08/2023,32,27,24,0,0,2
29/08/2023,25,34,23,0,0,1
30/08/2023,43,42,23,0,0,1
31/08/2023,57,49,23,0,0,1
1/09/2023,70,46,20,0,0,2
2/09/2023,62,20,20,0,0,11
3/09/2023,24,1,18,0,0,0
4/09/2023,1,1,20,0,0,1
5/09/2023,1,1,20,0,0,1
6/09/2023,1,4,24,0,0,4
7/09/2023,7,4,16,0,0,7
8/09/2023,5,0,18,0,0,1
9/09/2023,0,0,19,0,0,0
10/09/2023,0,1,19,0,0,1
11/09/2023,1,2,18,0,0,2
12/09/2023,3,4,18,0,0,6
13/09/2023,7,0,18,0,0,0
14/09/2023,0,0,19,0,0,0
15/09/2023,0,0,20,0,0,1
16/09/2023,0,1,20,0,0,3
17/09/2023,2,5,19,0,0,7
18/09/2023,8,1,19,0,0,1
19/09/2023,1,0,11,0,0,0
21/09/2023,0,36,13,0,0,2
22/09/2023,50,36,12,0,0,8
23/09/2023,51,32,12,0,0,1
24/09/2023,45,29,12,0,0,0
25/09/2023,36,19,11,0,0,0
26/09/2023,23,13,13,0,0,2
27/09/2023,16,17,13,0,0,3
28/09/2023,22,21,11,0,0,1
29/09/2023,25,22,13,0,0,1
30/09/2023,28,34,9,0,0,0
1/10/2023,45,37,11,0,0,1
2/10/2023,54,42,12,0,0,5
3/10/2023,67,45,10,0,0,1
4/10/2023,72,41,12,0,0,0
5/10/2023,59,46,12,0,0,1
6/10/2023,71,37,11,0,0,2
7/10/2023,53,25,9,0,0,8
8/10/2023,30,23,11,0,0,1
9/10/2023,27,20,9,0,0,0
10/10/2023,21,20,11,0,0,0
11/10/2023,24,22,11,0,0,2
12/10/2023,31,33,11,0,0,4
13/10/2023,48,33,11,0,0,0
14/10/2023,47,31,11,0,0,1
15/10/2023,39,42,12,0,0,1
16/10/2023,59,50,12,0,0,3
17/10/2023,75,59,12,0,0,4
18/10/2023,101,28,12,0,0,0
19/10/2023,40,11,9,0,0,0
20/10/2023,13,0,0,0,0,0
