,địa điểm trạm đo,date,pm25,pm10,o3,no2,so2,co,aqi,mức độ ô nhiễm
286,Quảng Yên,12/25/2021,32,46,21,18,6,7,46,Tốt
287,Quảng Yên,12/26/2021,30,35,16,10,3,7,35,Tốt
288,Quảng Yên,12/27/2021,3,10,9,3,1,7,10,Tốt
289,Quảng Yên,12/28/2021,5,17,8,6,3,6,17,Tốt
290,Quảng Yên,12/29/2021,9,25,9,6,3,7,25,Tốt
291,Quảng Yên,12/30/2021,2,7,9,2,1,7,9,Tốt
292,Quảng Yên,1/2/2022,18,36,19,17,4,7,36,Tốt
293,Quảng Yên,1/3/2022,25,53,15,21,4,7,53,Vừa Phải
294,Quảng Yên,1/4/2022,33,56,15,20,3,7,56,Vừa Phải
295,Quảng Yên,1/5/2022,30,57,11,23,6,7,57,Vừa Phải
296,Quảng Yên,1/6/2022,36,49,20,20,8,7,49,Tốt
297,Quảng Yên,1/7/2022,30,60,28,23,9,8,60,Vừa Phải
298,Quảng Yên,1/8/2022,41,30,19,6,1,8,41,Tốt
299,Quảng Yên,1/9/2022,24,44,10,18,10,8,44,Tốt
300,Quảng Yên,1/10/2022,35,20,14,9,1,8,35,Tốt
301,Quảng Yên,1/11/2022,8,52,7,29,14,8,52,Vừa Phải
302,Quảng Yên,1/12/2022,24,26,10,5,2,8,26,Tốt
303,Quảng Yên,1/13/2022,10,56,7,19,8,8,56,Vừa Phải
304,Quảng Yên,1/14/2022,52,76,8,27,5,9,76,Vừa Phải
305,Quảng Yên,1/15/2022,93,60,17,19,5,8,93,Vừa Phải
306,Quảng Yên,1/16/2022,48,8,12,3,1,7,48,Tốt
307,Quảng Yên,1/17/2022,2,18,15,7,1,7,18,Tốt
308,Quảng Yên,1/18/2022,8,35,14,15,3,7,35,Tốt
309,Quảng Yên,1/19/2022,15,39,12,17,3,8,39,Tốt
310,Quảng Yên,1/20/2022,21,45,11,23,4,7,45,Tốt
311,Quảng Yên,1/21/2022,28,35,3,27,3,8,35,Tốt
312,Quảng Yên,1/22/2022,15,47,12,15,2,7,47,Tốt
313,Quảng Yên,1/23/2022,23,49,9,16,4,7,49,Tốt
314,Quảng Yên,1/24/2022,28,47,5,21,12,7,47,Tốt
315,Quảng Yên,1/25/2022,37,51,6,25,14,7,51,Vừa Phải
316,Quảng Yên,1/26/2022,37,45,7,23,7,7,45,Tốt
317,Quảng Yên,1/27/2022,33,37,15,19,5,7,37,Tốt
318,Quảng Yên,1/28/2022,25,30,8,14,9,8,30,Tốt
319,Quảng Yên,1/29/2022,27,7,10,1,1,8,27,Tốt
320,Quảng Yên,1/30/2022,2,5,13,1,1,7,13,Tốt
321,Quảng Yên,1/31/2022,1,6,13,1,1,7,13,Tốt
322,Quảng Yên,2/1/2022,2,7,9,1,1,7,9,Tốt
323,Quảng Yên,2/2/2022,3,7,11,2,1,7,11,Tốt
324,Quảng Yên,2/3/2022,2,10,14,2,1,7,14,Tốt
325,Quảng Yên,2/4/2022,6,17,13,7,2,6,17,Tốt
326,Quảng Yên,2/5/2022,12,17,10,11,1,7,17,Tốt
327,Quảng Yên,2/6/2022,12,34,5,19,4,8,34,Tốt
328,Quảng Yên,2/7/2022,21,15,5,15,2,7,21,Tốt
329,Quảng Yên,2/8/2022,6,8,6,2,1,7,8,Tốt
330,Quảng Yên,2/9/2022,3,18,2,10,3,7,18,Tốt
331,Quảng Yên,2/10/2022,8,32,4,14,5,8,32,Tốt
332,Quảng Yên,2/11/2022,13,33,3,20,9,7,33,Tốt
333,Quảng Yên,2/12/2022,21,13,9,8,6,6,21,Tốt
334,Quảng Yên,2/13/2022,8,9,13,3,1,6,13,Tốt
335,Quảng Yên,2/14/2022,3,20,6,14,1,7,20,Tốt
336,Quảng Yên,2/15/2022,7,11,5,19,3,8,19,Tốt
337,Quảng Yên,2/16/2022,4,17,5,19,3,8,19,Tốt
338,Quảng Yên,2/17/2022,6,20,7,21,4,6,21,Tốt
339,Quảng Yên,2/18/2022,7,4,14,3,1,6,14,Tốt
340,Quảng Yên,2/19/2022,1,2,15,1,1,6,15,Tốt
341,Quảng Yên,2/20/2022,1,3,14,1,1,6,14,Tốt
342,Quảng Yên,2/21/2022,1,4,14,1,1,6,14,Tốt
343,Quảng Yên,2/22/2022,1,10,18,6,2,5,18,Tốt
344,Quảng Yên,2/23/2022,4,15,17,7,2,5,17,Tốt
345,Quảng Yên,2/24/2022,8,24,19,14,4,6,24,Tốt
346,Quảng Yên,2/25/2022,12,39,14,22,7,7,39,Tốt
347,Quảng Yên,2/26/2022,19,45,25,17,5,8,45,Tốt
348,Quảng Yên,2/27/2022,36,27,27,10,1,6,36,Tốt
349,Quảng Yên,2/28/2022,21,26,18,11,1,6,26,Tốt
